Time,AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER BASEMENT:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER BOT:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER BOT:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER BOT:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER BOT:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER MID:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER MID:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER MID:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER MID:DesPer 2:Des Tot Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 1:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 1:Des Heat Cap [W],AIRLOOP DATACENTER TOP:DesPer 1:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 1:Des Sens Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 1:Des Tot Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 2:Des Heat Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 2:Des Heat Cap [W],AIRLOOP DATACENTER TOP:DesPer 2:Des Cool Mass Flow [kg/s],AIRLOOP DATACENTER TOP:DesPer 2:Des Sens Cool Cap [W],AIRLOOP DATACENTER TOP:DesPer 2:Des Tot Cool Cap [W],CAV_BAS:DesPer 1:Des Heat Mass Flow [kg/s],CAV_BAS:DesPer 1:Des Heat Cap [W],CAV_BAS:DesPer 1:Des Cool Mass Flow [kg/s],CAV_BAS:DesPer 1:Des Sens Cool Cap [W],CAV_BAS:DesPer 1:Des Tot Cool Cap [W],CAV_BAS:DesPer 2:Des Heat Mass Flow [kg/s],CAV_BAS:DesPer 2:Des Heat Cap [W],CAV_BAS:DesPer 2:Des Cool Mass Flow [kg/s],CAV_BAS:DesPer 2:Des Sens Cool Cap [W],CAV_BAS:DesPer 2:Des Tot Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 1:Des Heat Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 1:Des Heat Cap [W],VAV_BOT WITH REHEAT:DesPer 1:Des Cool Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 1:Des Sens Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 1:Des Tot Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 2:Des Heat Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 2:Des Heat Cap [W],VAV_BOT WITH REHEAT:DesPer 2:Des Cool Mass Flow [kg/s],VAV_BOT WITH REHEAT:DesPer 2:Des Sens Cool Cap [W],VAV_BOT WITH REHEAT:DesPer 2:Des Tot Cool Cap [W],VAV_MID WITH REHEAT:DesPer 1:Des Heat Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 1:Des Heat Cap [W],VAV_MID WITH REHEAT:DesPer 1:Des Cool Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 1:Des Sens Cool Cap [W],VAV_MID WITH REHEAT:DesPer 1:Des Tot Cool Cap [W],VAV_MID WITH REHEAT:DesPer 2:Des Heat Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 2:Des Heat Cap [W],VAV_MID WITH REHEAT:DesPer 2:Des Cool Mass Flow [kg/s],VAV_MID WITH REHEAT:DesPer 2:Des Sens Cool Cap [W],VAV_MID WITH REHEAT:DesPer 2:Des Tot Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 1:Des Heat Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 1:Des Heat Cap [W],VAV_TOP WITH REHEAT:DesPer 1:Des Cool Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 1:Des Sens Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 1:Des Tot Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 2:Des Heat Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 2:Des Heat Cap [W],VAV_TOP WITH REHEAT:DesPer 2:Des Cool Mass Flow [kg/s],VAV_TOP WITH REHEAT:DesPer 2:Des Sens Cool Cap [W],VAV_TOP WITH REHEAT:DesPer 2:Des Tot Cool Cap [W]
02:45:00,4.041332E-01,5.834189E+03,2.546747E+01,3.628402E+05,3.780364E+05,4.041332E-01,2.058911E+04,5.763452E+00,6.692880E+04,6.215036E+04,1.866928E-02,2.695154E+02,5.419603E-01,7.707591E+03,8.292502E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.866928E-01,2.695154E+03,5.113647E+00,7.271023E+04,7.850288E+04,1.866928E-01,9.511314E+03,1.866928E-01,0.000000E+00,0.000000E+00,1.866928E-02,2.695154E+02,5.087526E-01,7.233751E+03,7.812533E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.433314E+00,2.069175E+04,1.433314E+00,1.848381E+04,5.594096E+04,1.433314E+00,7.302209E+04,1.433314E+00,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,2.229496E+00,2.875125E+04,8.701521E+04,1.818778E+00,4.294895E+04,1.818778E+00,0.000000E+00,0.000000E+00,1.818778E+01,0.000000E+00,1.818778E+01,2.345469E+05,7.098527E+05,1.818778E+01,4.294895E+05,1.818778E+01,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,1.818778E+00,2.345469E+04,7.098527E+04,1.994373E+00,4.709549E+04,1.818778E+00,0.000000E+00,0.000000E+00
03:00:00,4.041332E-01,5.851854E+03,2.546987E+01,3.628567E+05,3.780530E+05,4.041332E-01,2.058911E+04,5.762596E+00,6.691659E+04,6.213799E+04,1.866928E-02,2.703314E+02,5.424010E-01,7.713063E+03,8.298041E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.866928E-01,2.703314E+03,5.120374E+00,7.279806E+04,7.859179E+04,1.866928E-01,9.511314E+03,1.866928E-01,0.000000E+00,0.000000E+00,1.866928E-02,2.703314E+02,5.095883E-01,7.244860E+03,7.823782E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.433314E+00,2.075440E+04,1.433314E+00,1.842115E+04,5.587601E+04,1.433314E+00,7.302209E+04,1.433314E+00,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,2.258513E+00,2.902673E+04,8.804540E+04,1.818778E+00,4.294895E+04,1.818778E+00,0.000000E+00,0.000000E+00,1.818778E+01,0.000000E+00,1.842697E+01,2.368260E+05,7.183532E+05,1.818778E+01,4.294895E+05,1.818778E+01,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,1.818778E+00,2.337519E+04,7.090286E+04,2.011231E+00,4.749356E+04,1.818778E+00,0.000000E+00,0.000000E+00
03:15:00,4.041332E-01,5.869519E+03,2.547223E+01,3.628728E+05,3.780693E+05,4.041332E-01,2.058911E+04,5.761735E+00,6.690430E+04,6.212554E+04,1.866928E-02,2.711475E+02,5.427981E-01,7.717914E+03,8.302949E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.866928E-01,2.711475E+03,5.126510E+00,7.287745E+04,7.867217E+04,1.866928E-01,9.511314E+03,1.866928E-01,0.000000E+00,0.000000E+00,1.866928E-02,2.711475E+02,5.103572E-01,7.255016E+03,7.834064E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.433314E+00,2.081706E+04,1.433314E+00,1.835850E+04,5.581107E+04,1.433314E+00,7.302209E+04,1.433314E+00,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,2.286685E+00,2.928884E+04,8.904002E+04,1.818778E+00,4.294895E+04,1.818778E+00,0.000000E+00,0.000000E+00,1.818778E+01,0.000000E+00,1.871140E+01,2.396636E+05,7.285934E+05,1.818778E+01,4.294895E+05,1.818778E+01,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,1.818778E+00,2.329569E+04,7.082045E+04,2.027697E+00,4.788239E+04,1.818778E+00,0.000000E+00,0.000000E+00
03:30:00,4.041332E-01,5.887185E+03,2.547457E+01,3.628886E+05,3.780851E+05,4.041332E-01,2.058911E+04,5.760869E+00,6.689195E+04,6.211304E+04,1.866928E-02,2.719635E+02,5.431609E-01,7.722275E+03,8.307362E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.866928E-01,2.719635E+03,5.132140E+00,7.294963E+04,7.874524E+04,1.866928E-01,9.511314E+03,1.866928E-01,0.000000E+00,0.000000E+00,1.866928E-02,2.719635E+02,5.110672E-01,7.264330E+03,7.843494E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.433314E+00,2.087971E+04,1.433314E+00,1.829585E+04,5.574611E+04,1.433314E+00,7.302209E+04,1.433314E+00,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,2.314124E+00,2.953914E+04,9.000359E+04,1.818778E+00,4.294895E+04,1.818778E+00,0.000000E+00,0.000000E+00,1.818778E+01,0.000000E+00,1.898448E+01,2.423316E+05,7.383666E+05,1.818778E+01,4.294895E+05,1.818778E+01,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,1.818778E+00,2.321619E+04,7.073802E+04,2.044340E+00,4.827540E+04,1.818778E+00,0.000000E+00,0.000000E+00
03:45:00,4.041332E-01,5.904850E+03,2.547689E+01,3.629039E+05,3.781006E+05,4.041332E-01,2.058911E+04,5.760001E+00,6.687956E+04,6.210049E+04,1.866928E-02,2.727796E+02,5.434966E-01,7.726249E+03,8.311384E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.866928E-01,2.727796E+03,5.137335E+00,7.301560E+04,7.881201E+04,1.866928E-01,9.511314E+03,1.866928E-01,0.000000E+00,0.000000E+00,1.866928E-02,2.727796E+02,5.117248E-01,7.272897E+03,7.852167E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.433314E+00,2.094236E+04,1.433314E+00,1.823320E+04,5.568117E+04,1.433314E+00,7.302209E+04,1.433314E+00,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,2.340894E+00,2.977853E+04,9.093871E+04,1.818778E+00,4.294895E+04,1.818778E+00,0.000000E+00,0.000000E+00,1.818778E+01,0.000000E+00,1.924698E+01,2.448409E+05,7.477036E+05,1.818778E+01,4.294895E+05,1.818778E+01,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,1.832163E+00,2.330697E+04,7.117561E+04,2.060886E+00,4.866613E+04,1.818778E+00,0.000000E+00,0.000000E+00
04:00:00,4.041332E-01,5.922515E+03,2.547917E+01,3.629189E+05,3.781156E+05,4.041332E-01,2.058911E+04,5.759130E+00,6.686713E+04,6.208790E+04,1.866928E-02,2.735957E+02,5.438106E-01,7.729913E+03,8.315090E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.866928E-01,2.735957E+03,5.142152E+00,7.307616E+04,7.887331E+04,1.866928E-01,9.511314E+03,1.866928E-01,0.000000E+00,0.000000E+00,1.866928E-02,2.735957E+02,5.123357E-01,7.280799E+03,7.860167E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.433314E+00,2.100501E+04,1.433314E+00,1.817055E+04,5.561622E+04,1.433314E+00,7.302209E+04,1.433314E+00,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,2.367039E+00,3.000766E+04,9.184713E+04,1.818778E+00,4.294895E+04,1.818778E+00,0.000000E+00,0.000000E+00,1.818778E+01,0.000000E+00,1.949955E+01,2.472015E+05,7.566319E+05,1.818778E+01,4.294895E+05,1.818778E+01,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,1.861108E+00,2.359381E+04,7.221570E+04,2.077215E+00,4.905173E+04,1.818778E+00,0.000000E+00,0.000000E+00
04:15:00,4.041332E-01,5.934292E+03,2.548143E+01,3.629393E+05,3.781363E+05,4.041332E-01,2.058911E+04,5.758258E+00,6.685468E+04,6.207530E+04,1.866928E-02,2.741397E+02,5.441068E-01,7.733595E+03,8.318817E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.866928E-01,2.741397E+03,5.146638E+00,7.313474E+04,7.893262E+04,1.866928E-01,9.511314E+03,1.866928E-01,0.000000E+00,0.000000E+00,1.866928E-02,2.741397E+02,5.129051E-01,7.288379E+03,7.867842E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.433314E+00,2.104678E+04,1.433314E+00,1.812878E+04,5.557294E+04,1.433314E+00,7.302209E+04,1.433314E+00,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,2.392641E+00,3.026250E+04,9.276829E+04,1.818778E+00,4.294895E+04,1.818778E+00,0.000000E+00,0.000000E+00,1.818778E+01,0.000000E+00,1.974281E+01,2.497101E+05,7.654748E+05,1.818778E+01,4.294895E+05,1.818778E+01,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,1.889006E+00,2.389244E+04,7.324117E+04,2.093302E+00,4.943160E+04,1.818778E+00,0.000000E+00,0.000000E+00
04:30:00,4.041332E-01,5.946069E+03,2.548366E+01,3.629594E+05,3.781565E+05,4.041332E-01,2.058911E+04,5.757384E+00,6.684222E+04,6.206268E+04,1.866928E-02,2.746837E+02,5.443888E-01,7.737075E+03,8.322339E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.866928E-01,2.746837E+03,5.150840E+00,7.318926E+04,7.898782E+04,1.866928E-01,9.511314E+03,1.866928E-01,0.000000E+00,0.000000E+00,1.866928E-02,2.746837E+02,5.134380E-01,7.295439E+03,7.874991E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.433314E+00,2.108855E+04,1.433314E+00,1.808701E+04,5.552963E+04,1.433314E+00,7.302209E+04,1.433314E+00,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,2.417771E+00,3.050988E+04,9.366957E+04,1.818778E+00,4.294895E+04,1.818778E+00,0.000000E+00,0.000000E+00,1.818778E+01,0.000000E+00,1.997773E+01,2.520993E+05,7.739797E+05,1.818778E+01,4.294895E+05,1.818778E+01,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,1.915967E+00,2.417762E+04,7.422863E+04,2.109043E+00,4.980332E+04,1.818778E+00,0.000000E+00,0.000000E+00
04:45:00,4.041332E-01,5.957846E+03,2.548586E+01,3.629790E+05,3.781764E+05,4.041332E-01,2.058911E+04,5.756510E+00,6.682975E+04,6.205005E+04,1.866928E-02,2.752278E+02,5.446589E-01,7.740386E+03,8.325690E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.866928E-01,2.752278E+03,5.154793E+00,7.324022E+04,7.903941E+04,1.866928E-01,9.511314E+03,1.866928E-01,0.000000E+00,0.000000E+00,1.866928E-02,2.752278E+02,5.139384E-01,7.302035E+03,7.881669E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.433314E+00,2.113032E+04,1.433314E+00,1.804524E+04,5.548635E+04,1.433314E+00,7.302209E+04,1.433314E+00,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,2.442433E+00,3.077393E+04,9.413625E+04,1.818778E+00,4.294895E+04,1.818778E+00,0.000000E+00,0.000000E+00,1.818778E+01,0.000000E+00,2.021379E+01,2.544890E+05,7.825147E+05,1.818778E+01,4.294895E+05,1.818778E+01,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,1.942013E+00,2.444969E+04,7.517905E+04,2.124386E+00,5.016563E+04,1.818778E+00,0.000000E+00,0.000000E+00
05:00:00,4.041332E-01,5.969622E+03,2.548804E+01,3.629982E+05,3.781958E+05,4.041332E-01,2.058911E+04,5.755636E+00,6.681728E+04,6.203742E+04,1.866928E-02,2.757718E+02,5.449190E-01,7.743553E+03,8.328895E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.866928E-01,2.757718E+03,5.158523E+00,7.328801E+04,7.908778E+04,1.866928E-01,9.511314E+03,1.866928E-01,0.000000E+00,0.000000E+00,1.866928E-02,2.757718E+02,5.144093E-01,7.308211E+03,7.887922E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.433314E+00,2.117209E+04,1.433314E+00,1.800347E+04,5.544304E+04,1.433314E+00,7.302209E+04,1.433314E+00,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,2.466636E+00,3.104131E+04,9.442307E+04,1.818778E+00,4.294895E+04,1.818778E+00,0.000000E+00,0.000000E+00,1.818778E+01,0.000000E+00,2.044668E+01,2.568253E+05,7.909127E+05,1.818778E+01,4.294895E+05,1.818778E+01,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,1.967164E+00,2.470902E+04,7.609328E+04,2.139378E+00,5.051966E+04,1.818778E+00,0.000000E+00,0.000000E+00
05:15:00,4.041332E-01,5.957846E+03,2.549018E+01,3.630406E+05,3.782387E+05,4.041332E-01,2.058911E+04,5.754763E+00,6.680481E+04,6.202479E+04,1.866928E-02,2.752278E+02,5.451705E-01,7.747685E+03,8.333083E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.866928E-01,2.752278E+03,5.162056E+00,7.334385E+04,7.914438E+04,1.866928E-01,9.511314E+03,1.866928E-01,0.000000E+00,0.000000E+00,1.866928E-02,2.752278E+02,5.148537E-01,7.315095E+03,7.894898E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.433314E+00,2.113032E+04,1.433314E+00,1.804524E+04,5.548635E+04,1.433314E+00,7.302209E+04,1.433314E+00,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,2.976986E+00,3.824009E+04,1.020862E+05,1.818778E+00,4.294895E+04,1.818778E+00,0.000000E+00,0.000000E+00,1.818778E+01,0.000000E+00,2.524460E+01,3.191958E+05,9.545440E+05,1.930934E+01,4.559743E+05,1.818778E+01,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,2.413558E+00,3.038639E+04,9.343347E+04,2.344793E+00,5.537036E+04,1.818778E+00,0.000000E+00,0.000000E+00
05:30:00,4.041332E-01,5.946069E+03,2.549222E+01,3.630814E+05,3.782802E+05,4.041332E-01,2.058911E+04,5.753890E+00,6.679236E+04,6.201217E+04,1.866928E-02,2.746837E+02,5.453098E-01,7.750218E+03,8.335652E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.866928E-01,2.746837E+03,5.164548E+00,7.338485E+04,7.918594E+04,1.866928E-01,9.511314E+03,1.866928E-01,0.000000E+00,0.000000E+00,1.866928E-02,2.746837E+02,5.151879E-01,7.320408E+03,7.900282E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.433314E+00,2.108855E+04,1.433314E+00,1.808701E+04,5.552963E+04,1.433314E+00,7.302209E+04,1.433314E+00,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,3.191171E+00,4.118915E+04,1.051685E+05,1.818778E+00,4.294895E+04,1.818778E+00,0.000000E+00,0.000000E+00,1.818778E+01,0.000000E+00,2.724457E+01,3.473890E+05,9.860126E+05,1.998669E+01,4.719693E+05,1.818778E+01,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,2.612784E+00,3.319577E+04,9.693380E+04,2.460451E+00,5.708273E+04,1.818778E+00,0.000000E+00,0.000000E+00
05:45:00,4.041332E-01,5.934292E+03,2.549399E+01,3.631185E+05,3.783178E+05,4.041332E-01,2.058911E+04,5.753024E+00,6.678000E+04,6.199966E+04,1.866928E-02,2.741397E+02,5.451605E-01,7.748630E+03,8.334047E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.866928E-01,2.741397E+03,5.164548E+00,7.339030E+04,7.919148E+04,1.866928E-01,9.511314E+03,1.866928E-01,0.000000E+00,0.000000E+00,1.866928E-02,2.741397E+02,5.152657E-01,7.322063E+03,7.901962E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.433314E+00,2.104678E+04,1.433314E+00,1.812878E+04,5.557294E+04,1.433314E+00,7.302209E+04,1.433314E+00,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,3.541158E+00,4.591117E+04,1.101002E+05,1.818778E+00,4.294895E+04,1.818778E+00,0.000000E+00,0.000000E+00,1.818778E+01,0.000000E+00,3.065509E+01,3.941558E+05,1.037656E+06,2.114415E+01,4.993016E+05,1.818778E+01,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,2.954010E+00,3.789321E+04,1.022417E+05,2.615075E+00,5.633416E+04,1.818778E+00,0.000000E+00,0.000000E+00
06:00:00,4.041332E-01,5.922515E+03,2.549545E+01,3.631511E+05,3.783508E+05,4.041332E-01,2.058911E+04,5.752173E+00,6.676786E+04,6.198736E+04,1.866928E-02,2.735957E+02,5.446806E-01,7.742328E+03,8.327666E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.866928E-01,2.735957E+03,5.161711E+00,7.335526E+04,7.915602E+04,1.866928E-01,9.511314E+03,1.866928E-01,0.000000E+00,0.000000E+00,1.866928E-02,2.735957E+02,5.150494E-01,7.319520E+03,7.899389E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.433314E+00,2.100501E+04,1.596303E+00,2.036781E+04,5.788567E+04,1.433314E+00,7.302209E+04,1.433314E+00,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,3.851323E+00,4.997793E+04,1.143152E+05,1.818778E+00,4.294895E+04,1.818778E+00,0.000000E+00,0.000000E+00,1.818778E+01,0.000000E+00,3.364737E+01,4.341375E+05,1.081013E+06,2.216119E+01,5.233182E+05,1.818778E+01,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,3.252349E+00,4.189791E+04,1.066697E+05,2.753024E+00,5.571197E+04,1.818778E+00,0.000000E+00,0.000000E+00
06:15:00,4.041332E-01,5.881296E+03,2.549660E+01,3.632088E+05,3.784095E+05,4.041332E-01,2.058911E+04,5.751341E+00,6.675599E+04,6.197533E+04,1.866928E-02,2.716915E+02,5.439283E-01,7.733497E+03,8.318730E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.866928E-01,2.716915E+03,5.156488E+00,7.329977E+04,7.909992E+04,1.866928E-01,9.511314E+03,1.866928E-01,0.000000E+00,0.000000E+00,1.866928E-02,2.716915E+02,5.145807E-01,7.314736E+03,7.894554E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.433314E+00,2.085882E+04,2.185251E+00,2.832774E+04,6.606445E+04,1.433314E+00,7.302209E+04,1.433314E+00,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,4.673569E+00,6.093747E+04,1.257607E+05,1.818778E+00,4.294895E+04,1.818778E+00,0.000000E+00,0.000000E+00,1.818778E+01,0.000000E+00,4.166989E+01,5.418674E+05,1.198709E+06,2.482339E+01,5.691535E+05,1.818778E+01,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,4.050822E+00,5.263897E+04,1.186187E+05,3.067411E+00,5.431637E+04,1.818778E+00,0.000000E+00,0.000000E+00
06:30:00,4.041332E-01,5.840077E+03,2.549744E+01,3.632619E+05,3.784636E+05,4.041332E-01,2.058911E+04,5.750534E+00,6.674448E+04,6.196368E+04,1.866928E-02,2.697874E+02,5.429040E-01,7.720785E+03,8.305865E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.866928E-01,2.697874E+03,5.148831E+00,7.320956E+04,7.900865E+04,1.866928E-01,9.511314E+03,1.866928E-01,0.000000E+00,0.000000E+00,1.866928E-02,2.697874E+02,5.138521E-01,7.306245E+03,7.885963E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.433314E+00,2.071264E+04,2.628409E+00,3.405016E+04,7.239718E+04,1.433314E+00,7.302209E+04,1.433314E+00,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,5.274550E+00,6.842446E+04,1.343544E+05,1.843171E+00,4.352497E+04,1.818778E+00,0.000000E+00,0.000000E+00,1.818778E+01,0.000000E+00,4.739809E+01,6.143860E+05,1.281556E+06,2.641497E+01,5.593547E+05,1.818778E+01,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,4.617435E+00,5.984038E+04,1.268664E+05,3.274953E+00,5.315923E+04,1.818778E+00,0.000000E+00,0.000000E+00
06:45:00,4.041332E-01,5.798859E+03,2.549786E+01,3.633092E+05,3.785117E+05,4.041332E-01,2.058911E+04,5.749782E+00,6.673374E+04,6.195280E+04,1.866928E-02,2.678832E+02,5.415327E-01,7.703123E+03,8.287985E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.866928E-01,2.678832E+03,5.138076E+00,7.307513E+04,7.887258E+04,1.866928E-01,9.511314E+03,1.866928E-01,0.000000E+00,0.000000E+00,1.866928E-02,2.678832E+02,5.127950E-01,7.293064E+03,7.872623E+03,1.866928E-02,9.511314E+02,1.866928E-02,0.000000E+00,0.000000E+00,1.433314E+00,2.056645E+04,2.847898E+00,3.665799E+04,7.591705E+04,1.433314E+00,7.302209E+04,1.433314E+00,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,5.462973E+00,7.027131E+04,1.374377E+05,1.856795E+00,4.384669E+04,1.818778E+00,0.000000E+00,0.000000E+00,1.818778E+01,0.000000E+00,4.912779E+01,6.323819E+05,1.307630E+06,2.674005E+01,5.568201E+05,1.818778E+01,0.000000E+00,0.000000E+00,1.818778E+00,0.000000E+00,4.788108E+00,6.164504E+04,1.293568E+05,3.319511E+00,5.242278E+04,1.818778E+00,0.000000E+00,0.000000E+00
